"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
" 3 Series",2015,14499,"Manual",28656,"Petrol",NA,47.9,2
" 2 Series",2019,19495,"Manual",4824,"Petrol",150,52.3,1.5
" 3 Series",2019,24950,"Automatic",1241,"Diesel",145,62.8,2
" 5 Series",2016,17995,"Semi-Auto",19154,"Petrol",145,47.1,2
" X3",2019,35495,"Semi-Auto",6156,"Diesel",145,48.7,3
" X1",2017,20995,"Semi-Auto",20101,"Diesel",145,57.6,2
" 3 Series",2019,26480,"Semi-Auto",5500,"Petrol",145,42.2,2
" 4 Series",2016,21898,"Semi-Auto",10000,"Diesel",160,52.3,3
" 3 Series",2015,12498,"Manual",32082,"Petrol",125,52.3,1.5
" 3 Series",2018,18995,"Semi-Auto",31278,"Diesel",145,64.2,2
" 2 Series",2016,12590,"Automatic",45458,"Diesel",20,68.9,2
" 3 Series",2017,17000,"Automatic",23243,"Petrol",165,44.8,2
" 4 Series",2017,19970,"Automatic",44558,"Diesel",145,50.4,3
" 1 Series",2013,8700,"Manual",57542,"Diesel",30,62.8,2
" 5 Series",2015,10795,"Automatic",91360,"Diesel",30,62.8,2
" X1",2020,34995,"Semi-Auto",1501,"Diesel",145,50.4,2
" X3",2019,38995,"Automatic",6527,"Diesel",145,54.3,2
" 1 Series",2015,7948,"Manual",74375,"Diesel",30,65.7,2
" 6 Series",2015,20000,"Automatic",40517,"Petrol",260,36.2,3
" X4",2019,37540,"Automatic",4002,"Diesel",145,42.8,2
" 3 Series",2016,17991,"Semi-Auto",30100,"Diesel",145,53.3,3
" 3 Series",2016,13899,"Automatic",62816,"Hybrid",0,148.7,2
" X1",2017,16995,"Semi-Auto",22000,"Diesel",145,65.7,2
" 1 Series",2019,29450,"Semi-Auto",3743,"Petrol",145,34.5,2
" 5 Series",2016,16310,"Semi-Auto",47640,"Diesel",160,51.4,3
" i3",2017,20000,"Automatic",19178,"Other",0,470.8,0.6
" X1",2016,13495,"Manual",47000,"Diesel",20,68.9,2
" X5",2020,48975,"Semi-Auto",9998,"Diesel",145,37.7,3
" X2",2019,29960,"Semi-Auto",6321,"Diesel",145,58.9,2
" X3",2019,30190,"Semi-Auto",20792,"Petrol",145,30.4,2
" 1 Series",2016,15000,"Automatic",16426,"Diesel",30,62.8,2
" 2 Series",2017,13000,"Semi-Auto",34971,"Diesel",150,72.4,1.5
" M4",2015,30662,"Semi-Auto",41120,"Petrol",300,34,3
" 2 Series",2016,11999,"Automatic",68945,"Diesel",20,68.9,1.5
" 4 Series",2016,17029,"Automatic",35444,"Diesel",30,65.7,2
" 5 Series",2016,15995,"Automatic",28608,"Diesel",30,62.8,2
" 3 Series",2018,22495,"Automatic",13700,"Diesel",145,62.8,2
" 1 Series",2019,19980,"Manual",15,"Diesel",145,72.4,1.5
" 1 Series",2018,16000,"Manual",7000,"Diesel",145,50.4,1.5
" 3 Series",2017,15200,"Automatic",19147,"Petrol",145,47.9,2
" Z4",2019,43995,"Automatic",4401,"Petrol",145,33.2,3
" 1 Series",2014,10999,"Automatic",38809,"Petrol",145,48.7,1.6
" 1 Series",2016,10699,"Manual",35417,"Diesel",0,78.5,1.5
" 3 Series",2005,2499,"Manual",130000,"Petrol",315,31.4,2.5
" 2 Series",2017,10900,"Manual",62021,"Diesel",145,65.7,2
" 3 Series",2019,27498,"Semi-Auto",9091,"Diesel",150,52.3,2
" M4",2019,56995,"Semi-Auto",1501,"Petrol",145,34,3
" 1 Series",2019,18675,"Manual",3382,"Diesel",145,70.6,1.5
" X5",2016,19750,"Automatic",96213,"Diesel",165,52.3,2
" 5 Series",2019,30490,"Semi-Auto",5687,"Hybrid",135,156.9,2
" 5 Series",2015,10400,"Manual",73227,"Diesel",125,61.4,2
" 3 Series",2019,26998,"Semi-Auto",15002,"Diesel",145,48.7,2
" 2 Series",2018,20870,"Semi-Auto",8090,"Petrol",150,47.9,2
" 1 Series",2016,9200,"Manual",48858,"Diesel",0,83.1,1.5
" 3 Series",2019,26995,"Semi-Auto",10624,"Petrol",150,42.2,2
" 1 Series",2015,9700,"Automatic",75124,"Diesel",20,70.6,2
" 5 Series",2019,29898,"Semi-Auto",7730,"Diesel",145,60.1,2
" 3 Series",2018,19495,"Automatic",23830,"Diesel",145,60.1,2
" 3 Series",2016,17400,"Automatic",61852,"Diesel",200,49.6,3
" 3 Series",2020,36990,"Semi-Auto",2475,"Petrol",145,40.4,2
" X5",2015,19991,"Automatic",62839,"Diesel",200,47.9,3
" 2 Series",2019,20980,"Manual",1000,"Petrol",145,52.3,1.5
" 2 Series",2020,32450,"Semi-Auto",1118,"Diesel",145,51.4,2
" 2 Series",2016,11495,"Manual",26883,"Petrol",125,52.3,1.5
" 1 Series",2017,13100,"Manual",28850,"Diesel",145,70.6,1.5
" 5 Series",2017,21470,"Semi-Auto",35138,"Diesel",145,62.8,2
" X3",2019,34551,"Semi-Auto",7289,"Petrol",150,30.4,2
" 2 Series",2017,13970,"Manual",27034,"Petrol",150,48.7,1.5
" X2",2019,26972,"Automatic",123,"Petrol",145,38.7,2
" Z4",2020,28500,"Automatic",101,"Petrol",145,38.7,2
" 3 Series",2019,34999,"Automatic",20329,"Diesel",145,48.7,2
" X6",2018,34990,"Automatic",40000,"Diesel",145,40.9,3
" 4 Series",2018,24662,"Semi-Auto",2422,"Petrol",145,45.6,2
" M4",2017,33450,"Semi-Auto",25777,"Petrol",145,34,3
" 1 Series",2019,28994,"Semi-Auto",2973,"Diesel",145,48.7,2
" X7",2019,62990,"Semi-Auto",2137,"Diesel",145,33.6,3
" X6",2019,69993,"Semi-Auto",1402,"Petrol",145,26.4,3
" X1",2017,16500,"Automatic",47047,"Diesel",145,55.4,2
" X5",2017,32000,"Automatic",29183,"Diesel",150,47.1,3
" 3 Series",2016,16500,"Automatic",20000,"Diesel",135,56.5,3
" 2 Series",2020,27500,"Semi-Auto",1086,"Petrol",150,42.2,1.5
" X3",2014,13800,"Automatic",76748,"Diesel",145,54.3,2
" 3 Series",2016,18998,"Semi-Auto",19125,"Diesel",150,53.3,3
" 1 Series",2019,18990,"Semi-Auto",10746,"Diesel",145,67.3,2
" 3 Series",2016,16600,"Automatic",31741,"Diesel",20,65.7,2
" 5 Series",2017,23500,"Automatic",25034,"Diesel",200,47.9,3
" M4",2017,89990,"Semi-Auto",1336,"Petrol",145,33.2,3
" 4 Series",2018,20995,"Semi-Auto",14972,"Petrol",150,45.6,2
" X1",2017,20875,"Semi-Auto",9637,"Diesel",145,55.4,2
" 2 Series",2019,23462,"Automatic",123,"Diesel",145,67.3,2
" 1 Series",2016,12700,"Manual",14634,"Petrol",125,53.3,1.5
" 2 Series",2018,17495,"Automatic",10526,"Petrol",145,40.9,1.5
" 1 Series",2017,14420,"Manual",17357,"Diesel",20,70.6,1.5
" 3 Series",2017,17694,"Manual",19400,"Diesel",145,64.2,2
" X4",2020,44995,"Semi-Auto",11,"Diesel",145,37.2,3
" 5 Series",2019,29850,"Automatic",1550,"Diesel",145,62.8,2
" 4 Series",2016,19841,"Semi-Auto",30968,"Petrol",160,44.1,2
" 7 Series",2017,27100,"Semi-Auto",34335,"Diesel",145,54.3,3
" 4 Series",2016,15499,"Manual",32157,"Petrol",200,42.8,2
" 4 Series",2018,23998,"Semi-Auto",8524,"Diesel",150,52.3,3
" 1 Series",2019,24990,"Manual",10,"Diesel",145,53.3,2
" 4 Series",2019,35999,"Automatic",1500,"Diesel",145,60.1,2
" 2 Series",2017,15499,"Automatic",17931,"Diesel",30,67.3,2
" 3 Series",2016,14887,"Automatic",45716,NA,0,134.5,2
" 3 Series",2018,15700,"Automatic",29394,"Petrol",145,48.7,2
" 3 Series",2019,29950,"Semi-Auto",4629,"Diesel",150,48.7,2
" X3",2016,20000,"Automatic",43025,"Diesel",200,47.9,3
" X1",2019,25995,"Manual",1501,NA,145,51.4,1.5
" 1 Series",2017,13995,"Semi-Auto",42430,"Diesel",145,70.6,2
" 3 Series",2016,11000,"Automatic",111160,"Hybrid",0,148.7,2
" X2",2020,29998,"Manual",1850,"Diesel",150,49.6,2
" 3 Series",2015,11057,"Manual",58696,"Diesel",125,61.4,2
" 6 Series",2017,32023,"Semi-Auto",3546,"Diesel",145,48.7,3
" 1 Series",2016,17990,"Automatic",14000,"Petrol",235,37.7,3
" 1 Series",2019,23980,"Manual",2672,"Petrol",145,41.5,1.5
" 2 Series",2019,21850,"Manual",3000,"Petrol",145,51.4,1.5
" 5 Series",2017,22998,"Automatic",14459,"Diesel",145,65.7,2
" 3 Series",2015,14800,"Manual",25481,"Diesel",30,64.2,2
" 3 Series",2010,5290,"Manual",80000,"Petrol",165,44.8,2
" X3",2020,42990,"Semi-Auto",3245,"Hybrid",140,5.5,2
" 1 Series",2018,15499,"Manual",14287,"Diesel",145,65.7,2
" 3 Series",2019,27999,"Automatic",9214,"Diesel",145,52.3,2
" 1 Series",2019,27860,"Automatic",14147,"Diesel",145,51.4,2
" 3 Series",2019,23790,"Semi-Auto",8178,"Petrol",145,47.9,2
" 5 Series",2012,9250,"Automatic",76000,"Diesel",125,NA,2
" X3",2019,40990,"Semi-Auto",9330,"Diesel",150,36.7,3
" 2 Series",2016,15995,"Automatic",67000,"Petrol",160,46.3,2
" M4",2017,28590,"Automatic",52911,"Petrol",300,34,3
" 1 Series",2013,8998,"Manual",34750,"Diesel",30,65.7,2
" 1 Series",2015,12299,"Semi-Auto",46242,"Diesel",30,62.8,2
" 3 Series",2015,10000,"Manual",85515,"Diesel",20,68.9,2
" 4 Series",2017,19800,"Automatic",23609,"Diesel",125,60.1,2
" 3 Series",2013,9999,"Manual",74947,"Diesel",30,62.8,2
" 2 Series",2019,20980,"Manual",1000,"Petrol",145,52.3,1.5
" 4 Series",2016,18584,"Semi-Auto",30158,"Diesel",125,60.1,2
" X4",2019,39480,"Automatic",3201,"Diesel",145,40.4,3
" 1 Series",2013,7295,"Manual",71000,"Diesel",30,64.2,2
" X2",2020,30413,"Semi-Auto",101,"Petrol",145,39.2,2
" 4 Series",2019,31980,"Automatic",10,"Petrol",145,45.6,2
" 1 Series",2016,19490,"Manual",10,"Diesel",0,78.5,1.5
" 4 Series",2018,20590,"Semi-Auto",16500,"Petrol",150,48.7,2
" 4 Series",2019,29000,"Semi-Auto",2963,"Diesel",145,60.1,2
" 7 Series",2019,51990,"Semi-Auto",4279,NA,145,41.5,3
" 3 Series",2017,15100,"Manual",37747,"Diesel",125,60.1,2
" 3 Series",2016,12700,"Automatic",40128,"Diesel",30,64.2,2
" X1",2016,19497,"Semi-Auto",29959,"Diesel",145,55.4,2
" 4 Series",2019,24920,"Semi-Auto",3689,"Diesel",145,65.7,2
" 2 Series",2016,18495,"Manual",24452,"Diesel",125,60.1,2
" 3 Series",2019,25000,"Semi-Auto",19470,"Diesel",145,51.4,3
" X5",2019,48990,"Automatic",8336,"Diesel",145,37.7,3
" X5",2019,44790,"Semi-Auto",10776,"Diesel",145,37.7,3
" 3 Series",2019,26498,"Semi-Auto",7098,"Petrol",150,41.5,2
" 3 Series",2020,37990,"Semi-Auto",5875,"Diesel",145,45.6,3
" 1 Series",2019,16480,"Manual",1501,"Diesel",145,68.9,2
" X1",2017,14700,"Manual",38405,"Diesel",145,68.9,2
" M3",2018,36995,"Semi-Auto",28347,NA,150,34,3
" 4 Series",2020,38990,"Semi-Auto",9,"Diesel",145,47.9,3
" X5",2019,51822,"Semi-Auto",3465,"Diesel",145,37.7,3
" 1 Series",2017,20481,"Manual",25000,"Petrol",145,36.2,3
" 3 Series",2017,20995,"Semi-Auto",20400,"Hybrid",140,134.5,2
" 5 Series",2017,22998,"Semi-Auto",19379,"Diesel",145,65.7,2
" 1 Series",2017,14610,"Semi-Auto",30939,"Diesel",30,65.7,2
" X1",2017,19981,"Semi-Auto",24534,"Diesel",150,55.4,2
" 3 Series",2017,8795,"Manual",108190,"Diesel",30,62.8,2
" 3 Series",2019,29950,"Semi-Auto",104,"Diesel",145,52.3,2
" 4 Series",2014,14941,"Semi-Auto",49460,"Petrol",165,44.1,2
" X5",2014,23557,"Automatic",58577,"Diesel",200,45.6,3
" 1 Series",2011,20999,"Manual",14200,"Petrol",145,36.2,3
" X4",2019,38995,"Automatic",8610,"Diesel",145,40.9,3
" 3 Series",2008,8790,"Manual",85000,"Petrol",555,28.5,3
" X6",2015,23162,"Semi-Auto",55912,"Diesel",200,47.1,3
" 3 Series",2019,23991,"Semi-Auto",11748,"Petrol",150,47.9,2
" 4 Series",2016,18990,"Automatic",17944,"Diesel",30,65.7,2
" X3",2019,38995,"Semi-Auto",10,"Diesel",145,54.3,2
" X4",2016,20470,"Automatic",52131,"Diesel",150,54.3,2
" 3 Series",2015,15300,"Automatic",51344,"Diesel",165,52.3,3
" 2 Series",2019,29990,"Automatic",6300,"Hybrid",135,113,1.5
" 4 Series",2019,27940,"Automatic",7102,"Diesel",145,58.9,2
" 7 Series",2018,31322,"Semi-Auto",39196,"Diesel",145,54.3,3
" 1 Series",2019,18500,"Automatic",16189,"Diesel",150,67.3,2
" 2 Series",2019,22480,"Semi-Auto",5869,"Diesel",150,51.4,2
" 1 Series",2016,9977,"Manual",47905,"Diesel",0,78.5,1.5
" 2 Series",2019,21995,"Manual",11,"Petrol",145,42.2,1.5
" X2",2019,25450,"Semi-Auto",9467,"Diesel",145,50.4,2
" 3 Series",2016,18888,"Automatic",17749,"Diesel",145,56.5,3
" 1 Series",2016,11999,"Manual",15066,"Diesel",0,83.1,1.5
" 3 Series",2016,13798,"Semi-Auto",46673,"Diesel",0,74.3,2
" 3 Series",2019,29450,"Automatic",123,"Diesel",145,54.3,2
" 5 Series",2019,26790,"Semi-Auto",9535,"Diesel",145,65.7,2
" X5",2016,26995,"Automatic",46126,"Diesel",200,47.1,3
" 2 Series",2019,21390,"Automatic",14380,"Diesel",145,47.1,2
" 4 Series",2015,13000,"Automatic",56131,"Diesel",30,62.8,2
" 3 Series",2016,15498,"Semi-Auto",13377,"Petrol",125,51.4,2
" 7 Series",2019,45898,"Semi-Auto",5893,"Diesel",145,44.1,3
" X5",2019,47995,"Semi-Auto",12488,"Petrol",145,27.2,3
" 5 Series",2014,13990,"Semi-Auto",73837,"Diesel",160,51.4,3
" X1",2016,17100,"Automatic",24999,"Diesel",125,57.6,2
" 1 Series",2016,9999,"Manual",50232,"Diesel",0,83.1,1.5
" 4 Series",2014,16475,"Semi-Auto",17500,"Petrol",160,44.8,2
" X1",2020,29476,"Semi-Auto",100,"Diesel",145,36.7,2
" 3 Series",2019,21450,"Semi-Auto",14009,"Diesel",150,55.4,2
" 3 Series",2015,18995,"Automatic",31500,"Diesel",140,56.5,3
" 3 Series",2019,19965,"Semi-Auto",14153,"Diesel",145,64.2,2
" 2 Series",2019,22895,"Semi-Auto",8319,"Diesel",150,51.4,2
" 1 Series",2017,21498,"Semi-Auto",25630,"Petrol",145,39.8,3
" 1 Series",2016,11891,"Manual",42964,"Diesel",20,70.6,1.5
" 1 Series",2020,24995,"Semi-Auto",102,"Petrol",145,40.4,1.5
" X5",2020,53990,"Semi-Auto",6825,"Diesel",150,37.7,3
" 1 Series",2018,14980,"Semi-Auto",20438,"Petrol",145,55.5,1.5
" 4 Series",2013,13499,"Automatic",32247,"Petrol",160,44.8,2
" 5 Series",2019,30750,"Semi-Auto",101,"Diesel",145,60.1,2
" X2",2019,27950,"Semi-Auto",7419,"Diesel",145,58.9,2
" 3 Series",2020,32837,"Semi-Auto",1370,"Diesel",150,52.3,2
" 7 Series",2017,34000,"Semi-Auto",25000,"Diesel",150,53.3,3
" X1",2020,29991,"Semi-Auto",2000,"Diesel",145,47.9,2
" X4",2015,19990,"Semi-Auto",60059,"Diesel",150,54.3,2
" 3 Series",2016,16500,"Automatic",36584,"Diesel",30,62.8,2
" 3 Series",2017,16998,"Semi-Auto",8096,"Petrol",145,51.4,2
" X1",2017,15200,"Automatic",34525,"Diesel",30,65.7,2
" X2",2020,34990,"Semi-Auto",103,"Petrol",150,34,2
" X3",2014,14400,"Automatic",43307,"Diesel",145,54.3,2
" 1 Series",2016,13600,"Automatic",25138,"Diesel",20,67.3,2
" 3 Series",2014,15490,"Manual",47701,"Diesel",145,55.4,2
" 4 Series",2019,24450,"Semi-Auto",10831,NA,145,65.7,2
" 1 Series",2016,11300,"Manual",33725,"Diesel",0,83.1,1.5
" 3 Series",2019,28450,"Semi-Auto",14850,"Diesel",145,48.7,2
" 1 Series",2018,12700,"Manual",20758,"Petrol",145,53.3,1.5
" 2 Series",2019,21176,"Manual",123,"Diesel",145,65.7,2
" 3 Series",2019,26990,"Semi-Auto",7522,"Petrol",145,41.5,2
" X1",2016,17998,"Manual",14300,"Diesel",125,58.9,2
" 2 Series",2019,23980,"Semi-Auto",8452,"Diesel",145,61.4,2
" 5 Series",2013,10990,"Automatic",75000,"Diesel",125,57.6,2
" 3 Series",2019,25980,"Semi-Auto",3317,"Diesel",145,52.3,2
" 3 Series",2014,11740,"Manual",81838,"Diesel",125,57.6,2
" 5 Series",2012,15000,"Automatic",60300,"Diesel",160,50.4,3
" 2 Series",2016,11795,"Automatic",67370,"Petrol",125,50.4,2
" 3 Series",2018,27000,"Automatic",13430,"Diesel",145,49.6,3
" 5 Series",2019,32400,"Semi-Auto",7111,"Diesel",145,55.4,2
" X1",2016,17261,"Manual",29863,"Diesel",125,58.9,2
" 2 Series",2017,17484,"Semi-Auto",34247,"Diesel",30,65.7,2
" X5",2017,38990,"Automatic",19094,"Diesel",150,42.8,3
" 4 Series",2018,24401,"Semi-Auto",9049,"Diesel",150,58.9,2
" 1 Series",2016,11700,"Manual",21390,"Diesel",20,72.4,1.5
" 3 Series",2008,5985,"Automatic",76000,"Petrol",235,39.2,3
" 5 Series",2014,12400,"Automatic",46356,"Diesel",30,62.8,2
" 2 Series",2019,23250,"Semi-Auto",4949,"Diesel",145,48.7,2
" i3",2017,22999,"Automatic",3976,"Hybrid",135,470.8,NA
" 3 Series",2018,21875,"Semi-Auto",7509,NA,145,62.8,2
" X5",2016,40950,"Automatic",20000,"Petrol",570,25.4,4.4
" 4 Series",2016,17600,"Automatic",20444,"Diesel",30,65.7,2
" 1 Series",2019,20875,"Manual",7879,"Petrol",145,44.1,1.5
" Z4",2020,33450,"Semi-Auto",5,"Petrol",145,38.7,2
" 3 Series",2018,19999,"Manual",14875,"Petrol",145,47.9,2
" 3 Series",2016,13900,"Manual",59341,"Diesel",30,64.2,2
" 1 Series",2018,15500,"Automatic",8604,"Petrol",145,37.2,1.5
" X3",2019,37990,"Semi-Auto",3934,"Diesel",145,54.3,2
" 1 Series",2016,10490,"Manual",17000,"Diesel",20,72.4,1.5
" 5 Series",2013,12950,"Automatic",33279,"Diesel",120,60.1,2
" 3 Series",2019,37980,"Semi-Auto",3078,"Petrol",145,34.9,3
" X3",2019,47440,"Semi-Auto",6570,"Petrol",145,34.5,3
" 6 Series",2019,39146,"Automatic",35,"Petrol",145,29.1,3
" 3 Series",2019,28110,"Automatic",1500,"Petrol",145,42.2,2
" X1",2019,29980,"Automatic",11919,"Diesel",145,60.1,2
" 3 Series",2019,27298,"Semi-Auto",8319,"Diesel",145,48.7,2
" 3 Series",2015,13150,"Automatic",54204,"Diesel",125,61.4,2
" 3 Series",2014,8999,"Manual",70968,"Diesel",20,68.9,2
" 3 Series",2015,7995,"Manual",101215,"Diesel",30,65.7,2
" 1 Series",2016,10799,"Manual",37025,"Diesel",0,83.1,1.5
" 2 Series",2019,24950,"Semi-Auto",13,"Diesel",145,62.8,2
" 4 Series",2014,18250,"Automatic",18000,"Diesel",160,50.4,3
" 3 Series",2016,18331,"Semi-Auto",33783,"Diesel",125,60.1,2
" X2",2019,27000,"Manual",4825,"Diesel",145,49.6,2
" 3 Series",2020,34985,"Semi-Auto",1987,"Diesel",150,53.3,2
" 4 Series",2017,17990,"Manual",19000,"Petrol",145,46.3,2
" 3 Series",2017,19490,"Semi-Auto",41816,"Diesel",145,64.2,2
" 3 Series",2015,13260,"Automatic",69820,"Petrol",145,48.7,2
" 2 Series",2015,19898,"Semi-Auto",11711,"Petrol",260,37.2,3
" 1 Series",2017,11250,"Manual",30846,"Petrol",125,53.3,1.5
" X6",2020,65352,"Semi-Auto",3158,"Petrol",145,26.4,3
" X1",2019,23516,"Automatic",4783,"Petrol",145,46.3,1.5
" 4 Series",2018,21840,"Semi-Auto",10291,"Diesel",150,65.7,2
" 4 Series",2019,32790,"Semi-Auto",8464,"Diesel",145,50.4,3
" 3 Series",2019,31995,"Automatic",7693,"Diesel",145,52.3,2
" 4 Series",2016,19999,"Automatic",14408,"Petrol",145,48.7,2
" X3",2019,32950,"Semi-Auto",4953,"Petrol",145,30.4,2
" 3 Series",2019,29450,"Semi-Auto",4250,"Diesel",145,53.3,2
" M4",2019,44500,"Semi-Auto",5644,"Petrol",145,34,3
" 3 Series",2016,13699,"Automatic",72111,"Diesel",30,62.8,2
" 5 Series",2018,23750,"Automatic",17280,"Diesel",145,68.9,2
" 2 Series",2018,17400,"Automatic",7209,"Petrol",150,40.9,1.5
" 3 Series",2017,13100,"Manual",25468,"Petrol",200,42.8,2
" 3 Series",2016,12700,"Automatic",47266,"Diesel",30,65.7,2
" M3",2010,17750,"Manual",79000,"Petrol",570,22.8,4
" X3",2019,33972,"Semi-Auto",4809,"Diesel",145,54.3,2
" 4 Series",2019,26990,"Semi-Auto",4278,"Diesel",150,52.3,3
" 3 Series",2019,28500,"Automatic",5513,"Petrol",150,42.2,2
" 3 Series",2017,19875,"Semi-Auto",20000,"Diesel",150,64.2,2
" X1",2016,15037,"Manual",29890,"Diesel",125,60.1,2
" 4 Series",2016,37940,"Semi-Auto",21600,"Petrol",300,34,3
" 2 Series",2016,15200,"Automatic",24146,"Diesel",30,65.7,2
" X5",2019,44036,"Automatic",11436,"Diesel",145,37.7,3
" 1 Series",2017,14500,"Automatic",27245,"Diesel",145,68.9,2
" 4 Series",2020,25980,"Semi-Auto",101,"Diesel",145,65.7,2
" 5 Series",2019,24980,"Semi-Auto",5196,"Diesel",145,65.7,2
" 3 Series",2014,10230,"Automatic",98381,"Diesel",125,60.1,2
" 1 Series",2016,12990,"Manual",22700,"Diesel",20,72.4,1.5
" 2 Series",2019,20898,"Automatic",8177,"Hybrid",135,148.7,1.5
" 5 Series",2019,31444,"Automatic",2404,"Diesel",145,65.7,2
" 3 Series",2016,19400,"Semi-Auto",19060,"Diesel",145,53.3,3
" 5 Series",2019,30995,"Semi-Auto",5271,"Petrol",145,46.3,2
" X3",2016,21990,"Semi-Auto",28211,NA,150,54.3,2
" 3 Series",2017,22480,"Semi-Auto",31421,"Diesel",150,53.3,3
" 3 Series",2019,24450,"Manual",2323,"Diesel",145,54.3,2
" 3 Series",2019,28488,"Automatic",5741,"Diesel",145,48.7,2
" 5 Series",2019,28790,"Semi-Auto",5432,"Diesel",145,60.1,2
" 5 Series",2018,28992,"Automatic",19625,"Diesel",145,53.3,3
" 3 Series",2015,16799,"Semi-Auto",35365,"Diesel",145,57.6,2
" 2 Series",2019,22000,"Manual",2560,"Petrol",145,52.3,1.5
" X2",2019,24998,"Manual",4174,"Diesel",145,48.7,2
" 3 Series",2020,28990,"Semi-Auto",5656,"Diesel",145,52.3,2
" 3 Series",2017,19047,"Automatic",16844,"Diesel",145,56.5,3
" 3 Series",2020,34900,"Automatic",100,"Diesel",145,50.4,2
" Z4",2019,35995,"Semi-Auto",4586,"Petrol",150,33.2,3
" 7 Series",2017,33682,"Semi-Auto",6431,"Diesel",145,54.3,3
" 3 Series",2019,30950,"Semi-Auto",7586,"Petrol",145,41.5,2
" X3",2015,20250,"Automatic",42000,"Diesel",145,54.3,2
" X1",2017,19721,"Semi-Auto",18800,"Diesel",125,60.1,2
" 3 Series",2017,14650,"Automatic",64218,"Diesel",30,64.2,2
" X1",2019,27490,"Manual",105,"Diesel",145,40.4,2
" 2 Series",2020,23990,"Semi-Auto",1743,"Petrol",150,50.4,1.5
" X1",2017,15500,"Automatic",40243,"Diesel",150,60.1,2
" 2 Series",2019,20980,"Manual",1000,"Petrol",145,52.3,1.5
" 3 Series",2016,13500,"Manual",45799,"Diesel",30,64.2,2
" 1 Series",2013,11200,"Semi-Auto",10239,"Petrol",145,48.7,1.6
" X2",2018,19240,"Manual",18440,"Diesel",145,55.4,2
" 4 Series",2016,14600,"Automatic",30556,"Diesel",30,62.8,2
" 3 Series",2017,17999,"Automatic",31621,"Diesel",145,53.3,3
" X1",2017,19790,"Semi-Auto",22579,"Petrol",160,44.8,2
" 3 Series",2017,18400,"Automatic",28571,"Diesel",145,53.3,3
" X3",2015,12000,"Automatic",126700,"Diesel",150,54.3,2
" 5 Series",2020,32475,"Semi-Auto",12,"Hybrid",145,49.6,2
" X6",2014,16750,"Automatic",68787,"Diesel",305,37.7,3
" 3 Series",2012,7995,"Automatic",77028,"Diesel",30,62.8,2
" 2 Series",2017,19212,"Automatic",13301,"Diesel",145,57.7,2
" M4",2019,41980,"Semi-Auto",101,"Petrol",145,34,3
" 3 Series",2015,15570,"Automatic",53669,"Diesel",160,51.4,3
" X1",2016,14800,"Automatic",62562,"Diesel",30,65.7,2
" 3 Series",2016,10800,"Automatic",80077,"Diesel",20,70.6,2
" 2 Series",2019,21775,"Semi-Auto",10570,"Petrol",145,47.9,2
" 3 Series",2017,15940,"Automatic",32997,"Diesel",145,67.3,2
" 4 Series",2016,18536,"Automatic",32814,"Petrol",145,48.7,2
" X5",2016,26000,"Automatic",47026,"Hybrid",0,85.6,2
" 2 Series",2016,10725,"Manual",45930,"Petrol",145,48.7,1.5
" 4 Series",2019,27125,"Semi-Auto",5046,"Diesel",145,65.7,2
" 4 Series",2019,23440,"Semi-Auto",23,"Diesel",145,65.7,2
" 4 Series",2020,33890,"Semi-Auto",9,"Diesel",145,51.4,3
" X1",2016,14500,"Automatic",51505,"Diesel",30,65.7,2
" 4 Series",2019,33890,"Semi-Auto",10,"Diesel",145,51.4,3
" 2 Series",2017,16998,"Semi-Auto",25544,"Diesel",145,64.2,2
" 4 Series",2016,16730,"Manual",17309,"Diesel",30,62.8,2
" 4 Series",2019,27000,"Semi-Auto",1400,"Diesel",145,65.7,2
" 1 Series",2014,10995,"Semi-Auto",75500,"Petrol",160,44.8,2
" X1",2018,19551,"Manual",15898,"Petrol",150,51.4,1.5
" 5 Series",2015,13400,"Automatic",56889,"Diesel",30,62.8,2
" 4 Series",2015,13750,"Manual",34457,"Petrol",160,44.8,2
" M4",2017,33650,"Semi-Auto",17834,"Petrol",145,34,3
" 2 Series",2019,23966,"Automatic",123,"Diesel",145,67.3,2
" 5 Series",2019,27500,"Semi-Auto",4207,"Petrol",150,36.2,2
" 4 Series",2017,23290,"Semi-Auto",28893,"Diesel",145,50.4,3
" 4 Series",2019,34995,"Automatic",10,"Petrol",145,45.6,2
" 3 Series",2013,12995,"Manual",37333,"Diesel",150,55.4,2
" 3 Series",2018,22995,"Semi-Auto",8259,"Petrol",145,48.7,2
" 3 Series",2019,28450,"Semi-Auto",13998,"Petrol",145,42.2,2
" X7",2019,77880,"Semi-Auto",6506,"Diesel",150,31.4,3
" 2 Series",2017,14295,"Manual",31453,"Diesel",20,68.9,1.5
" 3 Series",2013,10850,"Automatic",73271,"Diesel",145,55.4,3
" 3 Series",2017,13999,"Manual",23608,"Petrol",150,48.7,2
" 3 Series",2019,29995,"Automatic",5611,"Diesel",145,52.3,2
" 5 Series",2019,31450,"Semi-Auto",500,"Diesel",145,62.8,2
" 1 Series",2017,15298,"Manual",23205,"Diesel",30,65.7,2
" 3 Series",2018,22500,"Semi-Auto",11150,"Petrol",145,48.7,2
" 4 Series",2019,24607,"Automatic",3480,"Diesel",145,58.9,2
" 3 Series",2019,38500,"Automatic",7699,"Diesel",145,48.7,2
